99	15	1	101
99	2	1	101
99	5	1	101
99	6	1	101
100	5	1	102
101	14	1	103
101	16	1	103
101	17	1	103
102	5	1	104
103	8	1	105
103	15	1	105
104	5	1	106
104	8	1	106
105	13	1	107
105	2	1	107
105	4	1	107
105	5	1	107
106	18	1	110
106	1	1	110
106	8	1	110
107	6	1	111
107	8	1	111
107	17	1	111
108	1	1	112
108	2	1	112
108	5	1	112
108	6	1	112
109	8	1	113
109	14	1	113
110	8	1	114
111	7	1	116
112	6	1	117
112	8	1	117
113	5	1	118
113	15	1	118
114	5	1	119
115	8	1	120
116	8	1	121
117	5	1	122
117	15	1	122
118	8	1	123
118	14	1	123
118	15	1	123
119	8	1	124
120	5	1	125
121	9	1	126
121	2	1	126
121	4	1	126
122	7	1	128
123	5	1	129
123	15	1	129
124	8	1	130
125	8	1	131
125	15	1	131
126	17	1	132
127	7	1	134
128	5	1	135
129	7	1	136
130	7	1	137
131	1	1	139
131	8	1	139
132	8	1	140
132	15	1	140
133	5	1	141
134	5	1	144
135	1	1	145
136	2	1	146
136	4	1	146
137	8	1	147
138	8	1	148
139	17	1	149
139	6	1	149
139	8	1	149
140	2	1	150
140	8	1	150
141	1	1	151
141	8	1	151
141	15	1	151
141	18	1	151
142	8	1	152
142	11	1	152
143	1	1	153
143	2	1	153
143	5	1	153
143	6	1	153
144	8	1	154
145	18	1	155
145	8	1	155
145	2	1	155
146	5	1	156
146	8	1	156
147	5	1	157
147	18	1	157
148	2	1	158
148	4	1	158
149	6	1	159
149	8	1	159
149	14	1	159
150	2	1	160
150	14	1	160
150	1	1	160
150	16	1	160
151	8	1	161
151	17	1	161
151	18	1	161
152	7	1	162
153	1	1	163
153	15	1	163
153	17	1	163
154	6	1	164
154	10	1	164
154	14	1	164
154	17	1	164
155	1	1	165
155	17	1	165
155	6	1	165
156	5	1	166
156	6	1	166
156	8	1	166
157	8	1	167
158	1	1	168
158	8	1	168
158	15	1	168
159	2	1	169
159	4	1	169
159	8	1	169
160	1	1	170
160	17	1	170
160	2	1	170
160	6	1	170
161	5	1	171
161	8	1	171
162	1	1	172
162	16	1	172
162	17	1	172
163	1	1	173
163	6	1	173
163	16	1	173
164	5	1	174
165	8	1	175
166	5	1	176
167	11	1	177
168	8	1	178
168	5	1	178
169	8	1	179
169	15	1	179
170	5	1	180
171	1	1	181
171	4	1	181
172	8	1	182
172	15	1	182
173	5	1	183
173	11	1	183
173	17	1	183
174	8	1	184
175	17	1	185
175	1	1	185
175	6	1	185
176	5	1	186
176	15	1	186
177	5	1	187
178	9	1	188
178	11	1	188
178	14	1	188
179	5	1	189
179	9	1	189
180	17	1	190
181	15	1	191
181	8	1	191
182	8	1	193
183	8	1	194
183	5	1	194
184	5	1	195
184	8	1	195
184	15	1	195
185	11	1	196
185	16	1	196
186	8	1	197
187	16	1	198
187	17	1	198
187	14	1	198
187	6	1	198
187	1	1	198
187	8	1	198
188	8	1	199
188	13	1	199
189	17	1	200
190	8	1	201
191	8	1	202
191	15	1	202
192	5	1	203
193	1	1	204
194	5	1	205
194	8	1	205
195	7	1	206
196	15	1	207
196	8	1	207
197	16	1	208
197	2	1	208
197	1	1	208
198	8	1	209
199	19	1	210
200	8	1	211
201	2	1	212
201	5	1	212
201	6	1	212
201	14	1	212
202	8	1	213
203	8	1	214
203	18	1	214
204	8	1	215
204	15	1	215
205	5	1	216
206	8	1	217
206	17	1	217
207	5	1	218
207	8	1	218
208	8	1	219
209	11	1	220
210	8	1	222
210	15	1	222
211	5	1	223
212	15	1	224
212	5	1	224
212	8	1	224
213	17	1	225
213	8	1	225
214	17	1	226
215	1	1	227
215	17	1	227
216	5	1	228
217	8	1	229
217	17	1	229
218	8	1	230
218	17	1	230
219	5	1	231
220	8	1	232
220	15	1	232
220	5	1	232
221	8	1	233
222	5	1	234
223	5	1	235
223	8	1	235
224	1	1	236
224	5	1	236
224	15	1	236
225	5	1	237
225	15	1	237
226	2	1	238
226	4	1	238
227	4	1	239
227	5	1	239
227	3	1	239
227	15	1	239
228	17	1	240
229	4	1	241
229	8	1	241
230	8	1	242
230	13	1	242
231	5	1	243
232	3	1	244
232	4	1	244
233	6	1	245
233	8	1	245
234	7	1	246
235	6	1	247
235	17	1	247
235	15	1	247
235	8	1	247
235	9	1	247
236	5	1	248
237	8	1	249
237	15	1	249
238	4	1	250
238	5	1	250
239	1	1	251
240	5	1	252
240	15	1	252
241	11	1	253
241	8	1	253
242	8	1	254
243	5	1	255
244	5	1	256
244	16	1	256
245	14	1	257
245	17	1	257
246	2	1	258
246	4	1	258
246	5	1	258
246	9	1	258
246	15	1	258
247	8	1	259
247	17	1	259
247	6	1	259
248	2	1	260
248	16	1	260
248	1	1	260
249	8	1	261
250	4	1	262
250	8	1	262
251	8	1	263
252	8	1	264
253	8	1	265
253	15	1	265
254	18	1	266
254	19	1	266
254	8	1	266
254	15	1	266
255	5	1	267
256	8	1	268
257	8	1	269
258	8	1	270
258	15	1	270
259	8	1	271
260	5	1	272
260	8	1	272
261	8	1	273
261	11	1	273
262	5	1	274
263	5	1	275
264	5	1	276
264	15	1	276
265	8	1	277
266	5	1	278
267	8	1	279
268	8	1	280
268	17	1	280
269	5	1	281
269	8	1	281
269	15	1	281
270	8	1	282
271	6	1	283
271	8	1	283
272	17	1	286
272	16	1	286
272	1	1	286
273	15	1	287
273	5	1	287
274	1	1	288
274	6	1	288
274	17	1	288
275	5	1	289
275	15	1	289
276	6	1	290
276	8	1	290
277	8	1	291
277	17	1	291
278	8	1	292
278	16	1	292
278	1	1	292
278	17	1	292
279	6	1	293
279	8	1	293
279	15	1	293
279	17	1	293
280	5	1	294
280	15	1	294
281	5	1	295
281	15	1	295
282	5	1	296
282	6	1	296
282	8	1	296
283	8	1	297
284	8	1	298
284	5	1	298
285	8	1	299
286	8	1	300
287	8	1	301
287	15	1	301
288	8	1	302
288	15	1	302
289	1	1	303
289	2	1	303
289	19	1	303
290	5	1	304
290	8	1	304
291	5	1	305
292	8	1	306
293	8	1	307
294	5	1	308
294	8	1	308
295	8	1	309
296	5	1	310
297	5	1	312
298	3	1	313
298	4	1	313
299	14	1	314
299	4	1	314
299	8	1	314
299	9	1	314
300	17	1	315
300	1	1	315
300	8	1	315
301	1	1	316
301	2	1	316
301	16	1	316
302	5	1	317
302	8	1	317
302	9	1	317
303	8	1	318
304	5	1	319
304	8	1	319
304	17	1	319
305	17	1	320
305	10	1	320
306	8	1	321
307	8	1	322
307	5	1	322
308	5	1	324
308	8	1	324
309	5	1	325
310	8	1	326
311	1	1	327
311	5	1	327
311	13	1	327
311	16	1	327
312	17	1	328
312	11	1	328
313	16	1	329
313	8	1	329
313	2	1	329
313	1	1	329
314	1	1	330
314	6	1	330
314	11	1	330
315	8	1	331
316	11	1	332
316	16	1	332
317	5	1	333
318	8	1	334
319	14	1	335
319	17	1	335
320	8	1	336
320	18	1	336
321	8	1	337
322	1	1	338
322	16	1	338
322	17	1	338
323	5	1	339
323	15	1	339
324	2	1	340
324	8	1	340
324	18	1	340
325	8	1	341
326	5	1	342
327	4	1	343
328	5	1	344
329	5	1	345
329	8	1	345
330	8	1	346
330	13	1	346
331	8	1	347
331	10	1	347
332	5	1	348
333	1	1	349
333	2	1	349
333	17	1	349
334	17	1	350
334	8	1	350
334	14	1	350
335	15	1	351
335	5	1	351
335	8	1	351
336	5	1	352
337	1	1	353
337	6	1	353
337	9	1	353
337	17	1	353
338	8	1	354
339	4	1	355
339	5	1	355
339	9	1	355
340	18	1	356
340	5	1	356
340	8	1	356
340	15	1	356
341	5	1	357
341	15	1	357
342	8	1	358
343	5	1	359
343	8	1	359
343	15	1	359
344	1	1	360
344	5	1	360
345	15	1	361
345	5	1	361
345	8	1	361
346	15	1	362
346	2	1	362
346	4	1	362
347	7	1	363
348	2	1	364
348	3	1	364
348	4	1	364
348	8	1	364
348	13	1	364
349	8	1	365
350	9	1	366
350	11	1	366
351	6	1	367
351	5	1	367
351	1	1	367
351	9	1	367
352	2	1	368
352	5	1	368
352	19	1	368
353	8	1	369
354	1	1	370
354	5	1	370
355	5	1	371
355	8	1	371
356	5	1	372
356	8	1	372
356	15	1	372
357	17	1	373
358	4	1	374
358	5	1	374
359	8	1	375
360	1	1	376
360	17	1	376
361	1	1	377
361	15	1	377
361	17	1	377
362	5	1	378
362	15	1	378
363	1	1	379
363	16	1	379
363	17	1	379
364	1	1	380
364	17	1	380
364	15	1	380
364	5	1	380
364	2	1	380
365	8	1	381
366	8	1	382
366	11	1	382
366	15	1	382
366	17	1	382
367	19	1	383
368	1	1	384
368	6	1	384
368	8	1	384
369	8	1	385
370	8	1	386
371	1	1	387
371	5	1	387
372	8	1	388
373	8	1	389
373	15	1	389
373	18	1	389
374	1	1	390
374	5	1	390
374	6	1	390
374	8	1	390
375	6	1	391
375	8	1	391
376	2	1	392
376	3	1	392
377	1	1	393
377	2	1	393
377	9	1	393
378	5	1	394
379	8	1	396
380	11	1	397
381	7	1	398
382	1	1	401
382	17	1	401
383	5	1	402
384	7	1	404
385	1	1	405
385	16	1	405
386	8	1	406
387	11	1	407
387	17	1	407
388	8	1	408
389	8	1	409
390	5	1	410
391	8	1	412
392	5	1	413
393	5	1	414
394	5	1	415
394	17	1	415
395	19	1	416
396	5	1	417
396	15	1	417
397	5	1	419
398	1	1	420
398	5	1	420
398	6	1	420
398	17	1	420
399	2	1	421
399	4	1	421
400	1	1	423
400	17	1	423
401	8	1	424
402	8	1	425
402	15	1	425
403	11	1	426
403	16	1	426
403	17	1	426
404	8	1	427
404	14	1	427
404	15	1	427
404	17	1	427
405	8	1	428
406	5	1	429
407	8	1	430
408	6	1	431
408	8	1	431
409	19	1	432
409	2	1	432
409	5	1	432
410	5	1	433
411	1	1	434
411	2	1	434
411	17	1	434
412	5	1	435
412	16	1	435
413	8	1	436
413	17	1	436
414	5	1	437
415	1	1	438
415	5	1	438
415	8	1	438
416	15	1	440
416	5	1	440
417	5	1	441
418	2	1	442
418	16	1	442
418	1	1	442
419	7	1	443
420	5	1	444
420	15	1	444
421	5	1	445
422	8	1	446
422	15	1	446
423	5	1	447
423	15	1	447
424	8	1	448
425	5	1	449
426	8	1	450
426	5	1	450
427	8	1	451
427	14	1	451
427	15	1	451
428	8	1	452
429	5	1	453
430	8	1	454
430	17	1	454
431	2	1	455
431	4	1	455
431	8	1	455
432	8	1	456
432	17	1	456
432	6	1	456
433	17	1	457
434	8	1	458
434	19	1	458
435	1	1	459
435	2	1	459
435	6	1	459
435	8	1	459
435	15	1	459
435	17	1	459
436	5	1	460
437	8	1	461
437	15	1	461
438	1	1	462
438	2	1	462
439	6	1	463
439	8	1	463
439	17	1	463
440	1	1	464
440	2	1	464
440	6	1	464
440	17	1	464
441	1	1	465
441	8	1	465
441	18	1	465
442	5	1	466
442	18	1	466
442	1	1	466
443	5	1	467
444	5	1	468
444	15	1	468
445	8	1	469
445	15	1	469
446	5	1	470
447	5	1	471
447	8	1	471
447	9	1	471
447	15	1	471
448	5	1	472
448	8	1	472
449	5	1	473
449	18	1	473
450	1	1	474
450	17	1	474
451	8	1	475
452	5	1	476
452	8	1	476
453	8	1	477
453	13	1	477
454	5	1	478
454	6	1	478
454	8	1	478
455	6	1	479
455	17	1	479
455	1	1	479
456	2	1	480
456	16	1	480
456	17	1	480
456	1	1	480
457	8	1	481
457	17	1	481
458	1	1	482
458	6	1	482
459	8	1	483
460	2	1	484
460	4	1	484
461	9	1	485
461	5	1	485
461	2	1	485
461	1	1	485
462	5	1	486
463	5	1	487
463	19	1	487
464	5	1	489
465	17	1	490
466	8	1	491
467	5	1	492
467	14	1	492
468	1	1	493
468	6	1	493
468	8	1	493
469	1	1	494
469	2	1	494
469	17	1	494
470	8	1	495
471	5	1	496
471	8	1	496
471	15	1	496
472	5	1	497
472	15	1	497
473	8	1	498
473	15	1	498
474	5	1	499
474	15	1	499
475	8	1	500
475	5	1	500
476	8	1	501
477	1	1	502
477	4	1	502
478	8	1	503
479	1	1	504
479	16	1	504
480	5	1	505
481	8	1	506
482	6	1	507
482	8	1	507
482	17	1	507
483	8	1	508
484	15	1	509
484	8	1	509
485	8	1	510
486	8	1	511
486	1	1	511
487	11	1	512
487	16	1	512
488	5	1	513
488	14	1	513
488	15	1	513
489	5	1	514
490	8	1	515
490	15	1	515
491	5	1	516
491	8	1	516
492	1	1	517
492	14	1	517
492	8	1	517
493	5	1	518
494	6	1	519
494	16	1	519
494	17	1	519
495	5	1	520
496	6	1	521
496	17	1	521
497	1	1	522
497	8	1	522
498	8	1	523
499	8	1	524
500	8	1	525
501	8	1	526
502	8	1	527
502	18	1	527
503	5	1	528
504	8	1	529
505	8	1	530
506	4	1	531
506	8	1	531
507	5	1	532
507	6	1	532
507	11	1	532
508	9	1	533
508	2	1	533
508	1	1	533
508	14	1	533
509	8	1	534
509	15	1	534
510	8	1	535
511	8	1	536
512	8	1	537
513	8	1	538
514	5	1	539
514	8	1	539
514	15	1	539
515	17	1	540
516	8	1	541
516	17	1	541
516	10	1	541
516	2	1	541
516	16	1	541
517	5	1	542
518	5	1	543
518	15	1	543
518	17	1	543
519	1	1	544
519	6	1	544
520	8	1	545
521	1	1	547
521	2	1	547
521	17	1	547
522	1	1	548
522	17	1	548
522	14	1	548
523	8	1	549
523	13	1	549
524	5	1	550
524	15	1	550
525	3	1	551
525	4	1	551
525	9	1	551
525	13	1	551
526	1	1	552
526	2	1	552
526	5	1	552
527	1	1	553
527	8	1	553
527	19	1	553
528	1	1	555
528	6	1	555
528	15	1	555
529	7	1	556
530	1	1	558
530	2	1	558
530	3	1	558
530	4	1	558
530	9	1	558
531	5	1	559
532	8	1	560
533	8	1	561
533	17	1	561
534	5	1	562
534	8	1	562
535	8	1	563
536	5	1	564
537	1	1	565
537	8	1	565
537	11	1	565
538	5	1	566
538	15	1	566
539	5	1	567
539	8	1	567
540	8	1	568
540	5	1	568
541	5	1	569
541	8	1	569
542	5	1	570
542	8	1	570
543	8	1	571
543	15	1	571
544	8	1	572
545	8	1	573
546	5	1	574
546	8	1	574
547	4	1	575
547	5	1	575
548	4	1	577
548	2	1	577
549	17	1	579
549	6	1	579
550	8	1	580
551	7	1	581
552	5	1	582
552	8	1	582
553	5	1	583
553	8	1	583
554	5	1	585
555	4	1	586
555	5	1	586
556	8	1	587
556	17	1	587
556	9	1	587
556	5	1	587
556	15	1	587
557	2	1	588
557	3	1	588
557	4	1	588
557	5	1	588
557	13	1	588
558	1	1	589
558	16	1	589
559	2	1	590
559	8	1	590
559	19	1	590
560	1	1	591
560	8	1	591
560	17	1	591
561	1	1	592
561	6	1	592
561	16	1	592
561	17	1	592
562	11	1	593
562	17	1	593
562	6	1	593
563	13	1	594
563	4	1	594
563	8	1	594
563	9	1	594
563	3	1	594
564	15	1	595
564	13	1	595
564	9	1	595
564	3	1	595
564	4	1	595
565	3	1	596
565	4	1	596
565	9	1	596
565	13	1	596
566	5	1	597
566	15	1	597
567	5	1	598
567	9	1	598
568	2	1	599
568	19	1	599
569	17	1	600
570	7	1	602
571	5	1	603
572	8	1	605
572	15	1	605
573	9	1	606
573	11	1	606
574	5	1	608
574	6	1	608
574	8	1	608
574	17	1	608
575	2	1	609
575	4	1	609
576	2	1	610
576	3	1	610
576	11	1	610
576	16	1	610
576	1	1	610
577	1	1	611
577	11	1	611
577	16	1	611
578	5	1	612
579	8	1	614
579	17	1	614
580	8	1	615
580	5	1	615
581	3	1	616
581	4	1	616
582	5	1	617
582	8	1	617
583	5	1	618
583	15	1	618
584	8	1	621
585	15	1	623
586	1	1	624
586	8	1	624
586	17	1	624
587	5	1	626
588	17	1	627
588	8	1	627
589	17	1	628
589	6	1	628
589	8	1	628
590	8	1	630
590	15	1	630
591	3	1	631
591	4	1	631
591	13	1	631
592	8	1	632
592	18	1	632
593	5	1	633
594	5	1	634
595	8	1	635
595	5	1	635
596	5	1	637
597	15	1	638
598	5	1	639
598	8	1	639
599	8	1	640
599	17	1	640
600	2	1	641
600	4	1	641
600	5	1	641
601	5	1	643
602	8	1	645
603	8	1	647
603	18	1	647
604	1	1	648
604	17	1	648
604	2	1	648
604	14	1	648
605	5	1	649
605	8	1	649
606	8	1	650
607	5	1	651
608	11	1	652
608	14	1	652
608	17	1	652
609	1	1	653
609	2	1	653
609	9	1	653
610	5	1	655
611	5	1	656
612	13	1	658
612	8	1	658
613	6	1	659
613	8	1	659
613	17	1	659
614	8	1	660
615	3	1	661
615	4	1	661
615	9	1	661
615	13	1	661
616	17	1	662
617	5	1	663
618	5	1	664
619	18	1	665
619	5	1	665
619	8	1	665
620	8	1	666
620	15	1	666
620	18	1	666
621	1	1	667
622	8	1	668
623	8	1	670
624	5	1	671
624	16	1	671
625	3	1	673
625	9	1	673
625	16	1	673
625	2	1	673
625	4	1	673
625	5	1	673
626	2	1	674
626	16	1	674
627	8	1	678
627	17	1	678
628	8	1	679
629	8	1	680
629	14	1	680
629	15	1	680
629	16	1	680
629	17	1	680
630	6	1	681
631	7	1	682
631	8	1	682
632	8	1	685
633	8	1	687
633	15	1	687
634	1	1	688
634	2	1	688
634	5	1	688
634	18	1	688
635	8	1	690
635	15	1	690
636	15	1	691
636	5	1	691
637	17	1	692
637	16	1	692
637	1	1	692
638	1	1	694
638	6	1	694
638	8	1	694
639	14	1	695
639	17	1	695
640	8	1	696
640	17	1	696
641	8	1	697
641	15	1	697
642	8	1	698
643	5	1	700
644	8	1	701
645	8	1	702
646	8	1	703
647	1	1	704
647	2	1	704
648	5	1	705
649	8	1	706
650	6	1	707
650	8	1	707
650	17	1	707
651	5	1	708
651	15	1	708
652	4	1	709
652	5	1	709
652	2	1	709
652	3	1	709
652	13	1	709
653	5	1	710
654	2	1	711
654	4	1	711
655	6	1	712
655	8	1	712
655	15	1	712
655	17	1	712
656	8	1	714
656	14	1	714
656	19	1	714
657	8	1	715
657	15	1	715
658	6	1	716
659	5	1	717
660	5	1	718
660	9	1	718
661	5	1	719
662	7	1	722
663	5	1	724
663	8	1	724
663	9	1	724
663	11	1	724
663	17	1	724
664	5	1	725
665	8	1	726
666	5	1	728
667	8	1	729
668	8	1	730
669	6	1	731
669	17	1	731
670	1	1	733
670	2	1	733
670	17	1	733
671	5	1	734
672	5	1	735
672	11	1	735
673	15	1	736
673	17	1	736
673	1	1	736
673	2	1	736
674	1	1	737
674	16	1	737
675	3	1	741
675	16	1	741
676	17	1	742
676	11	1	742
677	5	1	743
678	8	1	744
679	3	1	745
679	4	1	745
679	5	1	745
680	10	1	746
681	5	1	747
682	17	1	748
682	16	1	748
682	1	1	748
683	5	1	750
683	18	1	750
684	5	1	751
684	11	1	751
685	5	1	753
685	8	1	753
686	2	1	754
686	4	1	754
687	4	1	755
687	8	1	755
688	7	1	756
689	8	1	757
690	7	1	759
691	8	1	760
691	18	1	760
692	1	1	761
692	2	1	761
693	5	1	762
693	6	1	762
694	5	1	763
694	8	1	763
695	8	1	764
695	15	1	764
696	8	1	765
696	5	1	765
697	8	1	766
698	8	1	767
698	5	1	767
699	7	1	769
700	5	1	771
700	8	1	771
701	8	1	774
702	11	1	775
702	14	1	775
703	6	1	778
703	8	1	778
703	5	1	778
704	15	1	779
704	8	1	779
705	18	1	780
705	16	1	780
705	1	1	780
705	2	1	780
706	8	1	781
707	8	1	782
707	17	1	782
708	3	1	783
708	4	1	783
708	13	1	783
709	5	1	784
709	17	1	784
710	5	1	785
711	17	1	786
711	8	1	786
711	1	1	786
712	5	1	788
712	9	1	788
712	15	1	788
712	16	1	788
713	8	1	789
714	7	1	791
715	9	1	792
716	8	1	793
717	8	1	796
718	2	1	798
718	8	1	798
718	1	1	798
718	17	1	798
719	5	1	799
719	11	1	799
719	17	1	799
720	8	1	800
721	4	1	801
721	5	1	801
722	8	1	802
722	15	1	802
723	5	1	803
723	8	1	803
723	15	1	803
724	5	1	804
724	15	1	804
725	8	1	805
725	17	1	805
726	6	1	806
726	8	1	806
727	5	1	807
727	15	1	807
728	2	1	808
728	4	1	808
729	1	1	809
729	2	1	809
730	9	1	810
730	4	1	810
730	5	1	810
731	5	1	813
732	8	1	814
733	1	1	815
733	14	1	815
733	17	1	815
734	5	1	818
735	8	1	820
736	15	1	821
737	8	1	823
738	8	1	824
739	8	1	827
740	2	1	828
740	4	1	828
741	5	1	829
741	13	1	829
741	9	1	829
742	5	1	830
743	8	1	831
744	1	1	832
744	6	1	832
744	8	1	832
744	17	1	832
745	5	1	833
746	5	1	834
747	8	1	835
748	17	1	836
748	1	1	836
748	2	1	836
749	9	1	837
749	4	1	837
749	5	1	837
750	5	1	838
750	8	1	838
750	15	1	838
751	1	1	839
751	17	1	839
752	4	1	840
752	5	1	840
753	11	1	841
754	5	1	842
754	11	1	842
755	8	1	844
756	8	1	846
757	5	1	847
757	8	1	847
758	8	1	848
759	1	1	849
759	2	1	849
759	16	1	849
759	17	1	849
760	6	1	850
760	8	1	850
761	8	1	851
762	15	1	852
762	5	1	852
762	8	1	852
763	8	1	853
764	8	1	858
764	6	1	858
765	5	1	860
766	1	1	861
766	5	1	861
766	6	1	861
766	17	1	861
767	8	1	862
768	5	1	864
768	8	1	864
769	8	1	865
770	6	1	866
770	17	1	866
770	15	1	866
770	8	1	866
771	5	1	867
771	6	1	867
772	5	1	868
773	6	1	869
774	5	1	870
775	8	1	872
776	8	1	875
777	17	1	876
777	1	1	876
777	5	1	876
777	6	1	876
778	8	1	877
779	17	1	879
779	11	1	879
780	16	1	880
780	17	1	880
781	4	1	881
781	5	1	881
782	8	1	882
782	17	1	882
783	8	1	884
784	4	1	885
784	8	1	885
784	9	1	885
785	1	1	886
786	8	1	887
787	2	1	888
787	3	1	888
787	4	1	888
787	8	1	888
787	13	1	888
788	8	1	889
788	15	1	889
789	11	1	891
789	17	1	891
790	5	1	892
790	8	1	892
790	15	1	892
791	8	1	893
792	8	1	896
793	8	1	897
793	15	1	897
793	18	1	897
793	2	1	897
794	5	1	898
794	15	1	898
795	5	1	899
795	13	1	899
795	15	1	899
796	13	1	900
796	15	1	900
797	13	1	901
797	5	1	901
798	15	1	902
798	8	1	902
799	8	1	903
799	14	1	903
799	15	1	903
799	17	1	903
800	14	1	904
800	17	1	904
801	5	1	905
801	15	1	905
802	17	1	906
802	8	1	906
803	15	1	907
803	5	1	907
803	13	1	907
804	2	1	908
804	14	1	908
804	17	1	908
805	5	1	909
805	8	1	909
805	15	1	909
806	5	1	910
806	6	1	910
807	15	1	911
807	17	1	911
807	6	1	911
807	5	1	911
807	14	1	911
808	8	1	912
808	15	1	912
809	10	1	913
809	14	1	913
810	5	1	914
810	8	1	914
810	13	1	914
810	15	1	914
811	5	1	915
811	15	1	915
812	15	1	916
812	5	1	916
813	4	1	917
813	8	1	917
814	13	1	918
815	2	1	919
815	4	1	919
815	9	1	919
815	13	1	919
816	8	1	920
816	15	1	920
816	18	1	920
817	5	1	921
818	8	1	922
818	10	1	922
818	15	1	922
819	8	1	923
819	14	1	923
820	2	1	924
820	16	1	924
821	2	1	925
821	15	1	925
822	8	1	926
823	5	1	927
824	8	1	928
824	14	1	928
824	15	1	928
824	17	1	928
825	10	1	929
825	14	1	929
825	8	1	929
825	17	1	929
826	10	1	930
826	15	1	930
826	17	1	930
827	14	1	931
827	15	1	931
827	17	1	931
828	15	1	932
829	6	1	933
829	14	1	933
829	15	1	933
829	17	1	933
830	5	1	934
831	13	1	935
831	5	1	935
832	5	1	936
832	15	1	936
833	5	1	937
833	15	1	937
834	13	1	938
835	5	1	939
835	8	1	939
836	1	1	940
836	2	1	940
836	15	1	940
837	2	1	941
838	6	1	942
838	10	1	942
838	14	1	942
839	8	1	943
839	9	1	943
839	15	1	943
840	8	1	944
841	5	1	945
841	13	1	945
841	15	1	945
842	5	1	946
842	8	1	946
842	18	1	946
843	5	1	947
844	8	1	948
845	8	1	949
846	5	1	950
846	14	1	950
847	5	1	951
847	15	1	951
848	2	1	952
848	5	1	952
849	8	1	953
849	9	1	953
849	15	1	953
850	8	1	954
851	5	1	955
852	15	1	956
852	8	1	956
853	8	1	957
854	14	1	958
854	5	1	958
855	8	1	959
856	6	1	960
856	8	1	960
857	8	1	961
858	13	1	963
859	15	1	964
859	19	1	964
860	8	1	965
860	14	1	965
860	17	1	965
861	18	1	966
862	19	1	967
863	11	1	968
863	16	1	968
863	17	1	968
864	2	1	969
864	5	1	969
864	15	1	969
